1 [intro.scope]
    fund.ts.v3 2.1 [mods.allocator.uses]
fund.ts.v3 3 [utilities]
    fund.ts.v3 3.1 [utility]
        fund.ts.v3 3.1.1 [utility.synop]
        fund.ts.v3 3.1.2 [utility.erased.type]
    fund.ts.v3 3.2 [propagate_const]
        fund.ts.v3 3.2.1 [propagate_const.synopsis]
        fund.ts.v3 3.2.2 [propagate_const]
            fund.ts.v3 3.2.2.1 [propagate_const.overview]
            fund.ts.v3 3.2.2.2 [propagate_const.requirements]
                fund.ts.v3 3.2.2.2.1 [propagate_const.class_type_requirements]
            fund.ts.v3 3.2.2.3 [propagate_const.ctor]
            fund.ts.v3 3.2.2.4 [propagate_const.assignment]
            fund.ts.v3 3.2.2.5 [propagate_const.const_observers]
            fund.ts.v3 3.2.2.6 [propagate_const.non_const_observers]
            fund.ts.v3 3.2.2.7 [propagate_const.modifiers]
            fund.ts.v3 3.2.2.8 [propagate_const.relational]
            fund.ts.v3 3.2.2.9 [propagate_const.algorithms]
            fund.ts.v3 3.2.2.10 [propagate_const.underlying]
            fund.ts.v3 3.2.2.11 [propagate_const.hash]
            fund.ts.v3 3.2.2.12 [propagate_const.comparison_function_objects]
    fund.ts.v3 3.3 [meta]
        fund.ts.v3 3.3.1 [meta.type.synop]
        fund.ts.v3 3.3.2 [meta.trans.other]
        fund.ts.v3 3.3.3 [meta.detect]
fund.ts.v3 4 [func]
    fund.ts.v3 4.1 [header.functional.synop]
    fund.ts.v3 4.2 [func.wrap.func]
        fund.ts.v3 4.2.1 [func.wrap.func.con]
        fund.ts.v3 4.2.2 [func.wrap.func.mod]
fund.ts.v3 5 [memory]
    fund.ts.v3 5.1 [header.memory.synop]
    fund.ts.v3 5.2 [memory.observer.ptr]
        fund.ts.v3 5.2.1 [memory.observer.ptr.overview]
        fund.ts.v3 5.2.2 [memory.observer.ptr.ctor]
        fund.ts.v3 5.2.3 [memory.observer.ptr.obs]
        fund.ts.v3 5.2.4 [memory.observer.ptr.conv]
        fund.ts.v3 5.2.5 [memory.observer.ptr.mod]
        fund.ts.v3 5.2.6 [memory.observer.ptr.special]
        fund.ts.v3 5.2.7 [memory.observer.ptr.hash]
    fund.ts.v3 5.3 [memory.type.erased.allocator]
    fund.ts.v3 5.4 [memory.resource.synop]
    fund.ts.v3 5.5 [memory.resource.adaptor]
        fund.ts.v3 5.5.1 [memory.resource.adaptor.overview]
        fund.ts.v3 5.5.2 [memory.resource.adaptor.ctor]
        fund.ts.v3 5.5.3 [memory.resource.adaptor.mem]
fund.ts.v3 6 [container]
    fund.ts.v3 6.1 [container.erasure]
        fund.ts.v3 6.1.1 [container.erasure.syn]
        fund.ts.v3 6.1.2 [container.erasure.erase_if]
        fund.ts.v3 6.1.3 [container.erasure.erase]
    fund.ts.v3 6.2 [container.array]
        fund.ts.v3 6.2.1 [header.array.synop]
        fund.ts.v3 6.2.2 [container.array.creation]
fund.ts.v3 7 [iterator]
    fund.ts.v3 7.1 [iterator.synopsis]
    fund.ts.v3 7.2 [iterator.ostream.joiner]
        fund.ts.v3 7.2.1 [iterator.ostream.joiner.cons]
        fund.ts.v3 7.2.2 [iterator.ostream.joiner.ops]
        fund.ts.v3 7.2.3 [iterator.ostream.joiner.creation]
fund.ts.v3 8 [futures]
    fund.ts.v3 8.1 [header.future.synop]
    fund.ts.v3 8.2 [futures.promise]
    fund.ts.v3 8.3 [futures.task]
fund.ts.v3 9 [algorithms]
    fund.ts.v3 9.1 [header.algorithm.synop]
    fund.ts.v3 9.2 [alg.random.sample]
    fund.ts.v3 9.3 [alg.random.shuffle]
fund.ts.v3 10 [numeric]
    fund.ts.v3 10.1 [rand]
        fund.ts.v3 10.1.1 [rand.synopsis]
        fund.ts.v3 10.1.2 [rand.util]
            fund.ts.v3 10.1.2.1 [rand.util.randint]
fund.ts.v3 11 [reflection]
    fund.ts.v3 11.1 [reflection.src_loc.synop]
    fund.ts.v3 11.2 [reflection.src_loc]
        fund.ts.v3 11.2.1 [reflection.src_loc.creation]
        fund.ts.v3 11.2.2 [reflection.src_loc.fields]
